DBN,schoolName,type,totalGC&SW,totalGC,totalSW,fulltime_GC,fulltime_SW,parttime_GC,parttime_SW,bilingual_GC,bilingual_SW,GC_ServeLocMoreThanOne,SW_ServeLocMoreThanOne,SY19-20Enrollment,enrollmentRatioTotal,enrollmentratio_GC,enrollmentratio_SW,ATS_CODE,BORO,BORONUM,LOC_CODE,SCHOOLNAME,SCH_TYPE,MANAGED_BY,GEO_DISTRI,ADMIN_DIST,ADDRESS,STATE_CODE,ZIP,PRINCIPAL,PRIN_PH,FAX,GRADES,City,fullAddress,gcode,latitude,longitude
17K246,M.S. 246 Walt Whitman,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.4,1.4,0.0,1,0,0.4,0.0,0.0,0,0.4,0.0,416,297,297,416,17K246,K,2.0,K246,M.S. 246 WALT WHITMAN,Junior High-Intermediate-Middle,1.0,17.0,17.0,72 VERONICA PLACE,NY,11226,BENTLY WARRINGTON,718-282-5230,718-284-6429,"06,07,08,SE",BROOKLYN,"72 VERONICA PLACE, NY, 11226","72 Veronica Pl, Brooklyn, NY 11226, USA",40.6481939,-73.9534785
17K340,I.S. 340,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,197,197,197,197,17K340,K,2.0,K340,I.S. 340,Junior High-Intermediate-Middle,1.0,13.0,17.0,227 STERLING PLACE,NY,11238,Mrs. Jean Williams,718-857-5516,718-230-5479,"06,07,08,SE",BROOKLYN,"227 STERLING PLACE, NY, 11238","227 Sterling Pl, Brooklyn, NY 11238, USA",40.6762559,-73.9697873
17K352,Ebbets Field Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,123,123,123,123,17K352,K,2.0,K352,EBBETS FIELD MIDDLE SCHOOL,Junior High-Intermediate-Middle,1.0,17.0,17.0,46 MCKEEVER PLACE,NY,11225,Margie Baker,718-941-5097,718-284-7973,"06,07,08,SE",BROOKLYN,"46 MCKEEVER PLACE, NY, 11225","46 McKeever Pl, Brooklyn, NY 11225, USA",40.6648721,-73.9595858
17K353,Elijah Stroud Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,0.8,0.8,0.0,0,0,0.8,0.0,0.0,0,0.8,0.0,162,162,162,162,17K353,K,2.0,K353,ELIJAH STROUD MIDDLE SCHOOL,Junior High-Intermediate-Middle,1.0,17.0,17.0,750 CLASSON AVENUE,NY,11238,CLAUDETTE ESSOR,718-638-3067,718-638-3515,"06,07,08,SE",BROOKLYN,"750 CLASSON AVENUE, NY, 11238","750 Classon Ave, Brooklyn, NY 11238, USA",40.6745299,-73.9609174
17K354,The School of Integrated Learning,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,373,373,373,373,17K354,K,2.0,K354,THE SCHOOL OF INTEGRATED LEARNING,Junior High-Intermediate-Middle,1.0,17.0,17.0,1224 PARK PLACE,NY,11213,MONIQUE CAMPBELL,718-774-0362,718-774-0521,"06,07,08,SE",BROOKLYN,"1224 PARK PLACE, NY, 11213","1224 Park Pl, Brooklyn, NY 11213, USA",40.6723193,-73.9372221
17K382,Academy for College Preparation and Career Explora,SECONDARY SCHOOL,2.0,2.0,0.0,2,0,0.0,0.0,0.0,0,0.0,0.0,346,173,173,346,17K382,K,2.0,K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION,Secondary School,1.0,17.0,17.0,911 FLATBUSH AVENUE,NY,11226,Doris Unger,718-564-2566,718-564-2567,"06,07,08,09,10,11,12,SE",BROOKLYN,"911 FLATBUSH AVENUE, NY, 11226","911 Flatbush Ave, Brooklyn, NY 11226, USA",40.64930349999999,-73.95774899999999
17K397,P.S. 397 Foster-Laurie,ELEMENTARY,0.5,0.5,0.0,0,0,0.5,0.0,0.0,0,0.5,0.0,172,172,172,172,17K397,K,2.0,K397,P.S. 397 FOSTER-LAURIE,Elementary,1.0,17.0,17.0,490 FENIMORE STREET,NY,11203,NANCY COLON,718-774-5200,718-953-4856,"0K,01,02,03,04,05,SE",BROOKLYN,"490 FENIMORE STREET, NY, 11203","490 Fenimore St, Brooklyn, NY 11203, USA",40.6587135,-73.94640199999999
17K408,Academy of Hospitality and Tourism,HIGH SCHOOL,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,244,244,244,244,17K408,K,2.0,K408,ACADEMY OF  HOSPITALITY AND TOURISM,High school,1.0,17.0,17.0,911 FLATBUSH AVENUE,NY,11226,ADAM BREIER,718-564-2580,718-564-2581,"09,10,11,12,SE",BROOKLYN,"911 FLATBUSH AVENUE, NY, 11226","911 Flatbush Ave, Brooklyn, NY 11226, USA",40.64930349999999,-73.95774899999999
17K484,Ronald Edmonds Learning Center II,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,173,173,173,173,17K484,K,2.0,K484,RONALD EDMONDS LEARNING CENTER II,Junior High-Intermediate-Middle,1.0,23.0,17.0,430 HOWARD AVENUE,NY,11233,HERBERT DAUGHTRY,718-467-0306,718-953-0682,"06,07,08,SE",BROOKLYN,"430 HOWARD AVENUE, NY, 11233","430 Howard Ave, Brooklyn, NY 11233, USA",40.6730157,-73.919862
17K528,The High School for Global Citizenship,HIGH SCHOOL,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,222,222,222,222,17K528,K,2.0,K528,"HIGH SCHOOL FOR GLOBAL CITIZENSHIP, THE",High school,1.0,17.0,17.0,883 CLASSON AVENUE,NY,11225,Michelle Rochon,718-230-6300,718-230-6301,"09,10,11,12,SE",BROOKLYN,"883 CLASSON AVENUE, NY, 11225","883 Classon Ave, Brooklyn, NY 11225, USA",40.67004070000001,-73.96102859999999
17K539,High School for Service & Learning at Erasmus,HIGH SCHOOL,2.3,2.0,0.3,2,0,0.0,0.3,0.0,0,0.0,0.3,299,133,150,299,17K539,K,2.0,K539,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,High school,1.0,17.0,17.0,911 FLATBUSH AVENUE,NY,11226,LEONARD KASSAN,718-564-2551,718-564-2552,"09,10,11,12,SE",BROOKLYN,"911 FLATBUSH AVENUE, NY, 11226","911 Flatbush Ave, Brooklyn, NY 11226, USA",40.64930349999999,-73.95774899999999
17K543,"Science, Technology and Research Early College Hig",SECONDARY SCHOOL,2.3,2.0,0.3,2,0,0.0,0.3,0.0,0,0.0,0.3,624,277,312,624,17K543,K,2.0,K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIG",Secondary School,1.0,17.0,17.0,911 FLATBUSH AVENUE,NY,11226,Dr. Eric L. Blake,718-564-2540,718-564-2541,"06,07,08,09,10,11,12,SE",BROOKLYN,"911 FLATBUSH AVENUE, NY, 11226","911 Flatbush Ave, Brooklyn, NY 11226, USA",40.64930349999999,-73.95774899999999
17K546,High School for Public Service: Heroes of Tomorrow,HIGH SCHOOL,2.2,2.0,0.2,2,0,0.0,0.2,0.0,0,0.0,0.2,475,219,238,475,17K546,K,2.0,K546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES  OF TOMORRO,High school,1.0,17.0,17.0,600 KINGSTON AVENUE,NY,11203,Ben Shuldiner,718-756-5325,718-363-3206,"09,10,11,12",BROOKLYN,"600 KINGSTON AVENUE, NY, 11203","600 Kingston Ave, Brooklyn, NY 11203, USA",40.6593652,-73.9431462
17K548,Brooklyn School for Music & Theatre,HIGH SCHOOL,2.0,2.0,0.0,2,0,0.0,0.0,0.0,0,0.0,0.0,278,139,139,278,17K548,K,2.0,K548,BROOKLYN SCHOOL FOR MUSIC & THEATRE,High school,1.0,17.0,17.0,883 CLASSON AVENUE,NY,11225,PAMELA RANDAZZO-DORCELY,718-230-6250,718-230-6262,"09,10,11,12,SE",BROOKLYN,"883 CLASSON AVENUE, NY, 11225","883 Classon Ave, Brooklyn, NY 11225, USA",40.67004070000001,-73.96102859999999
17K568,Brownsville Academy High School,HIGH SCHOOL,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,111,111,111,111,17K568,K,2.0,K568,BROWNSVILLE ACADEMY HIGH SCHOOL,High school,1.0,17.0,17.0,1150 EAST NEW YORK AVENUE,NY,11212,LASHAWN ROBINSON,718-778-7305,718-778-7385,"10,11,12,SE",BROOKLYN,"1150 EAST NEW YORK AVENUE, NY, 11212","1150 E New York Ave, Brooklyn, NY 11212, USA",40.66629460000001,-73.9239496
17K590,Medgar Evers College Preparatory School,SECONDARY SCHOOL,3.3,3.0,0.3,3,0,0.0,0.3,0.0,0,0.0,0.3,1414,435,471,1414,17K590,K,2.0,K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,Secondary School,1.0,17.0,17.0,1186 CARROLL STREET,NY,11225,Dr. Michael A. Wiltshire,718-703-5400,718-703-5600,"06,07,08,09,10,11,12",BROOKLYN,"1186 CARROLL STREET, NY, 11225","1186 Carroll St, Brooklyn, NY 11225, USA",40.6669627,-73.9511825
17K646,Aspirations Diploma Plus High School,HIGH SCHOOL,3.0,3.0,0.0,3,0,0.0,0.0,1.0,0,0.0,0.0,200,67,67,200,,,,,,,,,,,,,,,,,,"402 EASTERN PARKWAY, Brooklyn, 11225","402 Eastern Pkwy, Brooklyn, NY 11225, USA",40.6691448,-73.9561937
17K722,New Heights Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,248,248,248,248,,,,,,,,,,,,,,,,,,"790 EAST NEW YORK AVENUE, Brooklyn, 11203","790 E New York Ave, Brooklyn, NY 11203, USA",40.6620182,-73.9362577
17K751,Academy for Health Careers,HIGH SCHOOL,1.3,1.0,0.3,1,0,0.0,0.3,0.0,0,0.0,0.3,277,222,277,277,,,,,,,,,,,,,,,,,,"150 ALBANY AVENUE, Brooklyn, 11213","150 Albany Ave, Brooklyn, NY 11213, USA",40.6753921,-73.9391279
18K066,P.S. 66,K-8,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,760,760,760,760,18K066,K,2.0,K066,P.S. 66,K-8,1.0,18.0,18.0,845 EAST  96 STREET,NY,11236,Lucille Jackson,718-922-3505,718-922-3105,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,"845 EAST  96 STREET, NY, 11236","845 E 96th St, Brooklyn, NY 11236, USA",40.6487279,-73.9067261
18K068,I.S. 068 Isaac Bildersee,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,239,239,239,239,18K068,K,2.0,K068,I.S. 068 ISAAC BILDERSEE,Junior High-Intermediate-Middle,1.0,18.0,18.0,956 EAST  82 STREET,NY,11236,Merve Williams,718-241-4800,718-241-5582,"06,07,08,SE",BROOKLYN,"956 EAST  82 STREET, NY, 11236","956 E 82nd St, Brooklyn, NY 11236, USA",40.6348776,-73.9107221
18K208,P.S. 208 Elsa Ebeling,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,339,339,339,339,18K208,K,2.0,K208,P.S. 208 ELSA EBELING,Elementary,1.0,18.0,18.0,4801 AVENUE D,NY,11203,Ms. Kristy Parris,718-629-1670,718-451-0185,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"4801 AVENUE D, NY, 11203","4801 Avenue D, Brooklyn, NY 11203, USA",40.6424792,-73.9307007
18K211,I.S. 211 John Wilson,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,342,342,342,342,18K211,K,2.0,K211,I.S. 211 JOHN WILSON,Junior High-Intermediate-Middle,1.0,18.0,18.0,1001 EAST 100 STREET,NY,11236,Buffie Simmons-Peart,718-251-4411,718-241-2503,"06,07,08,SE",BROOKLYN,"1001 EAST 100 STREET, NY, 11236","1001 East 100th Street, Brooklyn, NY 11236, USA",40.6432708,-73.8958401
18K233,P.S. 233 Langston Hughes,ELEMENTARY,0.6,0.6,0.0,0,0,0.6,0.0,0.0,0,0.6,0.0,332,332,332,332,18K233,K,2.0,K233,P.S. 233 LANGSTON HUGHES,Elementary,1.0,18.0,18.0,9301 AVENUE B,NY,11236,DENEAN STEPHENS-SPELLMAN,718-346-8103,718-345-3078,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"9301 AVENUE B, NY, 11236","9301 Avenue B, Brooklyn, NY 11236, USA",40.6514193,-73.9139793
18K268,P.S. 268 Emma Lazarus,ELEMENTARY,0.4,0.4,0.0,0,0,0.4,0.0,0.0,0,0.4,0.0,320,320,320,320,18K268,K,2.0,K268,P.S. 268 EMMA LAZARUS,Elementary,1.0,18.0,18.0,133 EAST  53 STREET,NY,11203,Vangela Kirton,718-773-5332,718-493-7448,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"133 EAST  53 STREET, NY, 11203","133 E 53rd St, Brooklyn, NY 11203, USA",40.6574139,-73.92780739999999
18K279,P.S. 279 Herman Schreiber,ELEMENTARY,1.3,1.3,0.0,1,0,0.3,0.0,0.0,0,0.3,0.0,348,268,268,348,18K279,K,2.0,K279,P.S. 279 HERMAN SCHREIBER,Elementary,1.0,18.0,18.0,1070 EAST 104 STREET,NY,11236,LORENZO CHAMBERS,718-444-4316,718-241-5581,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"1070 EAST 104 STREET, NY, 11236","1070 E 104th St, Brooklyn, NY 11236, USA",40.64415839999999,-73.8925788
18K285,I.S. 285 Meyer Levin,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,727,727,727,727,18K285,K,2.0,K285,I.S. 285 MEYER LEVIN,Junior High-Intermediate-Middle,1.0,18.0,18.0,5909 BEVERLY ROAD,NY,11203,Mr. Frederick A. Underwood,718-451-2200,718-451-0229,"06,07,08,SE",BROOKLYN,"5909 BEVERLY ROAD, NY, 11203","5909 Beverley Rd, Brooklyn, NY 11203, USA",40.6473935,-73.9206887
18K567,Brooklyn Theatre Arts High School,HIGH SCHOOL,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,338,338,338,338,18K567,K,2.0,K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,High school,1.0,18.0,18.0,6565 FLATLANDS AVENUE,NY,11236,JOSHUA GOOD,917-520-7212,718-968-1065,"09,10,11,12,SE",BROOKLYN,"6565 FLATLANDS AVENUE, NY, 11236","6565 Flatlands Ave, Brooklyn, NY 11236, USA",40.6336811,-73.91751959999999
18K576,Victory Collegiate High School,HIGH SCHOOL,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,307,307,307,307,18K576,K,2.0,K576,VICTORY COLLEGIATE HIGH SCHOOL,High school,1.0,18.0,18.0,6565 FLATLANDS AVENUE,NY,11236,MARCEL D. DEANS,718-968-1530,718-968-1526,"09,10,11,12,SE",BROOKLYN,"6565 FLATLANDS AVENUE, NY, 11236","6565 Flatlands Ave, Brooklyn, NY 11236, USA",40.6336811,-73.91751959999999
18K581,"The Middle School of Media, Law and Fine Arts",JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,234,234,234,234,18K581,K,2.0,K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,Junior High-Intermediate-Middle,1.0,18.0,18.0,905 WINTHROP STREET,NY,11203,DAVID MANNING,718-773-3059,718-773-3827,"06,07,08,SE",BROOKLYN,"905 WINTHROP STREET, NY, 11203","905 Winthrop St, Brooklyn, NY 11203, USA",40.6586846,-73.9286824
18K617,High School for Innovation in Advertising and Medi,HIGH SCHOOL,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,208,208,208,208,18K617,K,2.0,K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDI,High school,1.0,18.0,18.0,1600 ROCKAWAY PARKWAY,NY,11236,ADALEZA MICHELENA,718-290-8760,718-290-8766,"09,10,11,SE",BROOKLYN,"1600 ROCKAWAY PARKWAY, NY, 11236","1600 Rockaway Pkwy, Brooklyn, NY 11236, USA",40.640443,-73.8987798
18K629,Cultural Academy for the Arts and Sciences,HIGH SCHOOL,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,251,251,251,251,18K629,K,2.0,K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,High school,1.0,18.0,18.0,5800 TILDEN AVENUE,NY,11203,DIANE VARANO,718-968-6630,718-968-6635,"09,10,11,SE",BROOKLYN,"5800 TILDEN AVENUE, NY, 11203","5800 Tilden Ave, Brooklyn, NY 11203, USA",40.6478943,-73.9228473
18K635,Olympus Academy,HIGH SCHOOL,2.0,2.0,0.0,2,0,0.0,0.0,0.0,0,0.0,0.0,191,96,96,191,18K635,K,2.0,K635,OLYMPUS ACADEMY,High school,1.0,18.0,18.0,755 EAST  100 STREET,NY,11236,SETH SCHOENFELD,718-272-1926,718-272-5713,"09,10,11,12,SE",BROOKLYN,"755 EAST  100 STREET, NY, 11236","755 East 100th Street, Brooklyn, NY 11236, USA",40.646035,-73.89826479999999
18K637,Academy for Conservation and the Environment,HIGH SCHOOL,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,306,306,306,306,18K637,K,2.0,K637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,High school,1.0,18.0,18.0,6565 FLATLANDS AVENUE,NY,11236,MICHELLE ASHKIN,718-968-4101,718-968-4296,"09,10,11,SE",BROOKLYN,"6565 FLATLANDS AVENUE, NY, 11236","6565 Flatlands Ave, Brooklyn, NY 11236, USA",40.6336811,-73.91751959999999
18K642,Urban Action Academy,HIGH SCHOOL,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,209,209,209,209,18K642,K,2.0,K642,URBAN ACTION ACADEMY,High school,1.0,18.0,18.0,1600 ROCKAWAY PARKWAY,NY,11236,Abe Correa,718-290-8720,718-290-8721,"09,10,11,SE",BROOKLYN,"1600 ROCKAWAY PARKWAY, NY, 11236","1600 Rockaway Pkwy, Brooklyn, NY 11236, USA",40.640443,-73.8987798
19K065,P.S. 065,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,556,556,556,556,19K065,K,2.0,K065,P.S. 065 - THE LITTLE RED SCHOOL HOUSE,Elementary,1.0,19.0,19.0,696 JAMAICA AVENUE,NY,11208,DAYSI GARCIA,718-235-2223,718-235-2033,"0K,01,02,03,04,05,SE",BROOKLYN,"696 JAMAICA AVENUE, NY, 11208","696 Jamaica Ave, Brooklyn, NY 11208, USA",40.6868771,-73.8783029
19K158,P.S. 158 Warwick,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,505,505,505,505,19K158,K,2.0,K158,P.S. 158 WARWICK,Elementary,1.0,19.0,19.0,400 ASHFORD STREET,NY,11207,AUDREY WILSON,718-277-6116,718-827-4300,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"400 ASHFORD STREET, NY, 11207","400 Ashford St, Brooklyn, NY 11207, USA",40.6725442,-73.8851372
19K171,I.S. 171 Abraham Lincoln,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.3,1.0,0.3,1,0,0.0,0.3,1.0,0,0.0,0.3,385,308,385,385,19K171,K,2.0,K171,I.S. 171 ABRAHAM LINCOLN,Junior High-Intermediate-Middle,1.0,19.0,19.0,528 RIDGEWOOD AVENUE,NY,11208,YOLANDA FUSTANIO,718-647-0111,718-827-5834,"05,06,07,08,SE",BROOKLYN,"528 RIDGEWOOD AVENUE, NY, 11208","528 Ridgewood Ave, Brooklyn, NY 11208, USA",40.6858609,-73.8693804
19K213,P.S. 213 New Lots,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,259,259,259,259,19K213,K,2.0,K213,P.S. 213 NEW LOTS,Elementary,1.0,19.0,19.0,580 HEGEMAN AVENUE,NY,11207,Anne Lee Bernard,718-257-4034,718-272-3446,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"580 HEGEMAN AVENUE, NY, 11207","580 Hegeman Ave, Brooklyn, NY 11207, USA",40.6599865,-73.890282
19K224,P.S. 224 Hale A. Woodruff,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,332,332,332,332,19K224,K,2.0,K224,P.S. 224 HALE A. WOODRUFF,Elementary,1.0,19.0,19.0,757 WORTMAN AVENUE,NY,11208,GEORGE ANDREWS,718-235-3600,718-827-5840,"PK,0K,01,02,03,04,05,06,SE",BROOKLYN,"757 WORTMAN AVENUE, NY, 11208","757 Wortman Ave, Brooklyn, NY 11208, USA",40.6646549,-73.8658889
19K292,J.H.S. 292 Margaret S. Douglas,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.3,3.0,0.3,3,0,0.0,0.3,0.0,0,0.0,0.3,526,162,175,526,19K292,K,2.0,K292,J.H.S. 292 MARGARET S. DOUGLAS,Junior High-Intermediate-Middle,1.0,19.0,19.0,301 VERMONT STREET,NY,11207,EVERETT HUGHES,718-498-6562,718-345-3327,"06,07,08,SE",BROOKLYN,"301 VERMONT STREET, NY, 11207","301 Vermont St, Brooklyn, NY 11207, USA",40.6716865,-73.89333669999999
19K306,P.S. 306 Ethan Allen,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,310,310,310,310,19K306,K,2.0,K306,P.S. 306 ETHAN ALLEN,K-8,1.0,19.0,19.0,970 VERMONT STREET,NY,11207,LAWRENCE BURROUGHS,718-649-3155,718-927-2243,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,"970 VERMONT STREET, NY, 11207","970 Vermont St, Brooklyn, NY 11207, USA",40.6552486,-73.8863315
19K325,The Fresh Creek School,ELEMENTARY,0.8,0.0,0.8,0,0,0.0,0.8,0.0,0,0.0,0.0,190,190,190,190,19K325,K,3.0,K325,The Fresh Creek School,Elementary,1.0,19.0,19.0,875 WILLIAMS AVENUE,NY,11207,Jacquie Danvers Coombs,718-935-3608,,"0K,01,02,03,04,05,SE",BROOKLYN,"875 WILLIAMS AVENUE, NY, 11207","875 Williams Ave, Brooklyn, NY 11207, USA",40.6540103,-73.894627
19K364,I.S. 364 Gateway,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.3,1.0,0.3,1,0,0.0,0.3,0.0,0,0.0,0.3,265,212,265,265,19K364,K,2.0,K364,I.S. 364 GATEWAY,Junior High-Intermediate-Middle,1.0,19.0,19.0,1426 FREEPORT LOOP,NY,11239,DALE KELLY,718-642-3007,718-642-8516,"06,07,08,SE",BROOKLYN,"1426 FREEPORT LOOP, NY, 11239","1426 Freeport Loop, Brooklyn, NY 11239, USA",40.6464708,-73.88113179999999
19K404,Academy for Young Writers,SECONDARY SCHOOL,4.0,4.0,0.0,4,0,0.0,0.0,0.0,0,0.0,0.0,542,136,136,542,,,,,,,,,,,,,,,,,,"1065 ELTON STREET, Brooklyn, 11208","1065 Elton St, Brooklyn, NY 11239, USA",40.6572453,-73.8740662
19K409,East New York Family Academy,SECONDARY SCHOOL,3.2,3.0,0.2,3,0,0.0,0.2,0.0,0,0.0,0.2,511,160,170,511,19K409,K,2.0,K409,EAST NEW YORK FAMILY ACADEMY,Secondary School,1.0,19.0,19.0,2057 LINDEN BOULEVARD,NY,11207,SHEILA RICHARDS,718-927-0012,718-927-0411,"06,07,08,09,10,11,12,SE",BROOKLYN,"2057 LINDEN BOULEVARD, NY, 11207","2057 Linden Blvd, Brooklyn, NY 11207, USA",40.661168,-73.8868154
19K422,Spring Creek Community School,SECONDARY SCHOOL,2.3,2.0,0.3,2,0,0.0,0.3,0.0,0,0.0,0.3,530,236,265,530,,,,,,,,,,,,,,,,,,"1065 ELTON STREET, Brooklyn, 11208","1065 Elton St, Brooklyn, NY 11239, USA",40.6572453,-73.8740662
19K504,High School for Civil Rights,HIGH SCHOOL,1.2,1.0,0.2,1,0,0.0,0.2,0.0,0,0.0,0.2,233,194,233,233,19K504,K,2.0,K504,HIGH SCHOOL FOR CIVIL RIGHTS,High school,1.0,19.0,19.0,400 PENNSYLVANIA AVENUE,NY,11207,Michael S. Steele,718-922-6289,718-922-7253,"09,10,11,12,SE",BROOKLYN,"400 PENNSYLVANIA AVENUE, NY, 11207","400 Granville Payne Ave, Brooklyn, NY 11207, USA",40.6669551,-73.89494119999999
19K507,Performing Arts and Technology High School,HIGH SCHOOL,2.1,2.0,0.1,2,0,0.0,0.1,0.0,0,0.0,0.1,379,177,190,379,19K507,K,2.0,K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,High school,1.0,19.0,19.0,400 PENNSYLVANIA AVENUE,NY,11207,Reginald Richardson,718-922-0762,718-922-0953,"09,10,11,12,SE",BROOKLYN,"400 PENNSYLVANIA AVENUE, NY, 11207","400 Granville Payne Ave, Brooklyn, NY 11207, USA",40.6669551,-73.89494119999999
19K557,Brooklyn Gardens Elementary School,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,309,309,309,309,,,,,,,,,,,,,,,,,,"574 DUMONT AVENUE, Brooklyn, 11207","574 Dumont Ave, Brooklyn, NY 11207, USA",40.6655954,-73.8976315
19K583,Multicultural High School,HIGH SCHOOL,3.1,3.0,0.1,3,0,0.0,0.1,1.0,0,0.0,0.1,299,95,100,299,19K583,K,2.0,K583,MULTICULTURAL HIGH SCHOOL,High school,1.0,19.0,19.0,999 JAMAICA AVENUE,NY,11208,ALTAGRACIA LICIAGA,718-827-2796,718-827-3970,"09,10,11,12",BROOKLYN,"999 JAMAICA AVENUE, NY, 11208","999 Jamaica Ave, Brooklyn, NY 11208, USA",40.692915,-73.8690129
19K654,Van Siclen Community Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.3,2.0,0.3,2,0,0.0,0.3,0.0,0,0.0,0.3,290,129,145,290,,,,,,,,,,,,,,,,,,"800 VAN SICLEN AVE, Brooklyn, 11207","800 Van Siclen Ave, Brooklyn, NY 11207, USA",40.6598585,-73.8855966
19K659,Cypress Hills Collegiate Preparatory School,HIGH SCHOOL,2.1,2.0,0.1,2,0,0.0,0.1,0.0,0,0.0,0.1,348,162,174,348,19K659,K,2.0,K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,High school,1.0,19.0,19.0,999 JAMAICA AVENUE,NY,11208,Alex Maysonet,718-647-1672,718-647-6719,"09,10,11,12,SE",BROOKLYN,"999 JAMAICA AVENUE, NY, 11208","999 Jamaica Ave, Brooklyn, NY 11208, USA",40.692915,-73.8690129
19K660,W. H. Maxwell Career and Technical Education High,HIGH SCHOOL,2.3,2.0,0.3,2,0,0.0,0.3,0.0,0,0.0,0.3,396,176,198,396,19K660,K,2.0,K660,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH,High school,1.0,19.0,19.0,145 PENNSYLVANIA AVENUE,NY,11207,JOCELYN BADETTE,718-345-9100,718-345-5470,"09,10,11,12,SE",BROOKLYN,"145 PENNSYLVANIA AVENUE, NY, 11207","145 Pennsylvania Ave, Brooklyn, NY 11207, USA",40.6738372,-73.8960768
19K661,Vista Academy,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.3,1.0,0.3,1,0,0.0,0.3,0.0,0,0.0,0.3,474,379,474,474,,,,,,,,,,,,,,,,,,"350 LINWOOD STREET, Brooklyn, 11208","350 Linwood St, Brooklyn, NY 11208, USA",40.6771191,-73.8838969
