ATS_CODE,BORO,BORONUM,LOC_CODE,SCHOOLNAME,SCH_TYPE,MANAGED_BY,GEO_DISTRI,ADMIN_DIST,ADDRESS,STATE_CODE,ZIP,PRINCIPAL,PRIN_PH,FAX,GRADES,City,fullAddress,gcode,latitude,longitude
29Q295      ,Q,4,Q295,P.S./I.S. 295,K-8,1,29,29,222-14 JAMAICA AVE,NY,11428,ANGELA THOMPSON,718-464-1433,,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS,"222-14 JAMAICA AVE, NY, 11428","222-14 Jamaica Ave, Queens Village, NY 11428, USA",40.7208519,-73.7313284
30Q301      ,Q,4,Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,High school,1,30,30,36-41 28 STREET,NY,11106,MARK DUNETZ,718-472-0536,718-472-0490,"09,10,11,SE",QUEENS,"36-41 28 STREET, NY, 11106","36-41 28th St, Long Island City, NY 11106, USA",40.75647,-73.9326361
27Q302      ,Q,4,Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND",High school,1,27,27,8-21 BAY 25 STREET,NY,11691,MICHELE WILLIAMS,718-868-2978,718-868-1653,"09,10,11,SE",QUEENS,"8-21 BAY 25 STREET, NY, 11691","8-21 Bay 25th St, Far Rockaway, NY 11691, USA",40.601532,-73.76397899999999
28Q303      ,Q,4,Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,Early Childhood,1,28,28,108-55 69 AVENUE,NY,11375,BARBARA LETO,718-459-1358,,"PK,0K,01,02,SE",QUEENS,"108-55 69 AVENUE, NY, 11375","108-55 69th Ave, Forest Hills, NY 11375, USA",40.72575519999999,-73.84404239999999
84Q304,Q,4,Q304,VOICE CHARTER SCHOOL OF NEW YORK,Early Childhood,2,30,84,37-15 13 STREET,NY,11101,Frank Headley,718-786-6213,646-537-1703,"0K,01,02,03,SE",QUEENS,"37-15 13 STREET, NY, 11101","37-15 13th St, Long Island City, NY 11101, USA",40.7586787,-73.9392002
27Q306      ,Q,4,Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,Early Childhood,1,27,27,95-16 89TH AVENUE,NY,11421,JENNIFER FLANDRO,718-441-2165,718-441-5923,"PK,0K,01,02,03,SE",QUEENS,"95-16 89TH AVENUE, NY, 11421","95-16 89th Ave, Queens, NY 11421, USA",40.6915865,-73.8486604
27Q308      ,Q,4,Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ART,High school,1,27,27,138-30 LAFAYETTE STREET,NY,11417,Joseph Birgeles,718-848-8357,718-848-8579,"09,10,11,SE",QUEENS,"138-30 LAFAYETTE STREET, NY, 11417","138-30 Lafayette St, Ozone Park, NY 11417, USA",40.671035,-73.8456739
27Q309      ,Q,4,Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCH,Secondary School,1,27,27,8-21 BAY 25 STREET,NY,11691,JOSE MERCED,718-471-3571,718-471-0314,"06,07,08,09,10,11,SE",QUEENS,"8-21 BAY 25 STREET, NY, 11691","8-21 Bay 25th St, Far Rockaway, NY 11691, USA",40.601532,-73.76397899999999
28Q310      ,Q,4,Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,High school,1,28,28,167-01 GOTHIC DRIVE,NY,11432,Jaime Anne Dubei,718-658-4016,718-658-5149,"06,09,10,11,SE",JAMAICA,"167-01 GOTHIC DRIVE, NY, 11432","167-01 Gothic Dr, Jamaica, NY 11432, USA",40.71443319999999,-73.79825240000001
27Q323      ,Q,4,Q323,SCHOLARS' ACADEMY,Secondary School,1,27,27,320 BEACH 104TH STREET,NY,11694,Brian O'Connell,718-474-6918,718-945-8958,"06,07,08,09,10,11,12",QUEENS,"320 BEACH 104TH STREET, NY, 11694","320 Beach 104th St, Rockaway Park, NY 11694, USA",40.5842722,-73.8250892
27Q333      ,Q,4,Q333,GOLDIE MAPLE ACADEMY,K-8,1,27,27,3-65 BEACH 56 STREET,NY,11692,ANGELA LOGAN,718-945-3300,718-945-3303,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS,"3-65 BEACH 56 STREET, NY, 11692","3-65 Beach 56th St, Far Rockaway, NY 11692, USA",40.59398700000001,-73.786652
27Q400      ,Q,4,Q400,AUGUST MARTIN HIGH SCHOOL,High school,1,27,27,156-10 BAISLEY BOULEVARD,NY,11434,ANTHONY CROMER,718-528-2920,718-276-1846,"09,10,11,12,SE",QUEENS,"156-10 BAISLEY BOULEVARD, NY, 11434","156-10 Baisley Blvd, Queens, NY 11434, USA",40.6748926,-73.7831781
27Q410      ,Q,4,Q410,BEACH CHANNEL HIGH SCHOOL,High school,1,27,27,100-00 BEACH CHANNEL DRIVE,NY,11694,DAVID MORRIS,718-945-6900,718-474-7682,"09,10,11,12,SE",QUEENS,"100-00 BEACH CHANNEL DRIVE, NY, 11694","100-00 Beach Channel Dr, Queens, NY 11694, USA",40.58656209999999,-73.8235926
26Q415      ,Q,4,Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,High school,1,26,26,57-00 223RD STREET,NY,11364,GERALD MARTORI,718-279-6500,718-631-7880,"09,10,11,12,SE",QUEENS,"57-00 223RD STREET, NY, 11364","57-00 223rd St, Queens, NY 11364, USA",40.7524117,-73.7560761
25Q425      ,Q,4,Q425,JOHN BOWNE HIGH SCHOOL,High school,1,25,25,63-25 MAIN STREET,NY,11367,HOWARD KWAIT,718-263-1919,718-575-4069,"09,10,11,12,SE",QUEENS,"63-25 MAIN STREET, NY, 11367","63-25 Main St, Flushing, NY 11367, USA",40.7383491,-73.82398640000001
26Q430      ,Q,4,Q430,FRANCIS LEWIS HIGH SCHOOL,High school,1,26,26,58-20 UTOPIA PARKWAY,NY,11365,Musa Ali Shama,718-281-8200,718-746-2017,"09,10,11,12,SE",QUEENS,"58-20 UTOPIA PARKWAY, NY, 11365","58-20 Utopia Pkwy, Fresh Meadows, NY 11365, USA",40.7404652,-73.79360919999999
26Q435      ,Q,4,Q435,MARTIN VAN BUREN HIGH SCHOOL,High school,1,26,26,230-17 HILLSIDE AVENUE,NY,11427,MARILYN SHEVELL,718-776-4728,718-217-6287,"09,10,11,12,SE",QUEENS,"230-17 HILLSIDE AVENUE, NY, 11427","230-17 Hillside Avenue, Queens Village, NY 11427, USA",40.7336309,-73.7391435
28Q440      ,Q,4,Q440,FOREST HILLS HIGH SCHOOL,High school,1,28,28,67-01 110 STREET,NY,11375,SAUL GOOTNICK,718-268-3137,718-793-7850,"09,10,11,12,SE",QUEENS,"67-01 110 STREET, NY, 11375","67-01 110th St, Queens, NY 11375, USA",40.7298471,-73.8446293
30Q445      ,Q,4,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,High school,1,30,30,48-10 31 AVENUE,NY,11103,Aaron M. Perez,718-721-5404,718-728-3478,"09,10,11,12,SE",QUEENS,"48-10 31 AVENUE, NY, 11103","48-10 31st Ave, Astoria, NY 11103, USA",40.7576896,-73.91037779999999
30Q450      ,Q,4,Q450,LONG ISLAND CITY HIGH SCHOOL,High school,1,30,30,14-30 BROADWAY,NY,11106,Maria Mamo Vacacela,718-545-7095,718-545-2980,"09,10,11,12,SE",QUEENS,"14-30 BROADWAY, NY, 11106","32-14 30th St, Queens, NY 11106, USA",40.762045,-73.92674
24Q455      ,Q,4,Q455,NEWTOWN HIGH SCHOOL,High school,1,24,24,48-01 90 STREET,NY,11373,JOHN FICALORA,718-595-8400,718-699-8584,"09,10,11,12,SE",QUEENS,"48-01 90 STREET, NY, 11373","48-01 90th St, Queens, NY 11373, USA",40.7408398,-73.8740093
25Q460      ,Q,4,Q460,FLUSHING HIGH SCHOOL,High school,1,25,25,35-01 UNION STREET,NY,11354,Carl Hudson,718-888-7500,718-886-4255,"09,10,11,12,SE",QUEENS,"35-01 UNION STREET, NY, 11354","35-01 Union St, Flushing, NY 11354, USA",40.76477140000001,-73.8263806
28Q470      ,Q,4,Q470,JAMAICA HIGH SCHOOL,High school,1,28,28,167-01 GOTHIC DRIVE,NY,11432,WALTER ACHAM,718-739-5942,718-739-4826,"02,09,10,11,12,SE",JAMAICA,"167-01 GOTHIC DRIVE, NY, 11432","167-01 Gothic Dr, Jamaica, NY 11432, USA",40.71443319999999,-73.79825240000001
27Q475      ,Q,4,Q475,RICHMOND HILL HIGH SCHOOL,High school,1,27,27,89-30 114 STREET,NY,11418,Ms. Frances DeSanctis,718-846-3335,718-847-0980,"09,10,11,12,SE",QUEENS,"89-30 114 STREET, NY, 11418","89-30 114th St, Richmond Hill, NY 11418, USA",40.6949961,-73.8339115
27Q480      ,Q,4,Q480,JOHN ADAMS HIGH SCHOOL,High school,1,27,27,101-01 ROCKAWAY BOULEVARD,NY,11417,GRACE ZWILLENBERG,718-322-0500,718-738-9077,"09,10,11,12,SE",QUEENS,"101-01 ROCKAWAY BOULEVARD, NY, 11417","101-01 Rockaway Blvd, Jamaica, NY 11417, USA",40.6786025,-73.8369699
24Q485      ,Q,4,Q485,GROVER CLEVELAND HIGH SCHOOL,High school,1,24,24,21-27 HIMROD STREET,NY,11385,DOMINICK SCAROLA,718-381-9600,718-417-8457,"09,10,11,12,SE",QUEENS,"21-27 HIMROD STREET, NY, 11385","21-27 Himrod St, Flushing, NY 11385, USA",40.7116318,-73.9091661
29Q492      ,Q,4,Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE",High school,1,29,29,207- 01 116TH  AVENUE,NY,11411,JOSE CRUZ,718-978-1837,718-978-2063,"09,10,11,12,SE",QUEENS,"207- 01 116TH  AVENUE, NY, 11411","207-01 116th Ave, Jamaica, NY 11411, USA",40.6983284,-73.7461497
29Q494      ,Q,4,Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",High school,1,29,29,207- 01 116TH  AVENUE,NY,11411,Donna Delfyett White,718-978-6432,718-978-6749,"09,10,11,12,SE",QUEENS,"207- 01 116TH  AVENUE, NY, 11411","207-01 116th Ave, Jamaica, NY 11411, USA",40.6983284,-73.7461497
26Q495      ,Q,4,Q495,BAYSIDE HIGH SCHOOL,High school,1,26,26,32-24 CORP KENNEDY STREET,NY,11361,MICHAEL ATHY,718-229-7600,718-423-9566,"09,10,11,12,SE",QUEENS,"32-24 CORP KENNEDY STREET, NY, 11361","32-24 Corporal Kennedy St, Queens, NY 11361, USA",40.771266,-73.7813413
29Q496      ,Q,4,Q496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH",High school,1,29,29,207- 01 116TH  AVENUE,NY,11411,HERMAN GUY,718-978-2807,718-978-3402,"09,10,11,12,SE",QUEENS,"207- 01 116TH  AVENUE, NY, 11411","207-01 116th Ave, Jamaica, NY 11411, USA",40.6983284,-73.7461497
29Q498      ,Q,4,Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,High school,1,29,29,207- 01 116TH  AVENUE,NY,11411,ROSEMARIE OMARD,718-978-2135,718-978-2309,"09,10,11,12,SE",QUEENS,"207- 01 116TH  AVENUE, NY, 11411","207-01 116th Ave, Jamaica, NY 11411, USA",40.6983284,-73.7461497
25Q499      ,Q,4,Q499,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TE",K-8,1,25,25,148-20 REEVES AVENUE,NY,11367,HELENE JACOB,718-461-7462,718-461-7244,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS,"148-20 REEVES AVENUE, NY, 11367","148-20 Reeves Ave, Flushing, NY 11367, USA",40.7383323,-73.82027959999999
30Q502      ,Q,4,Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,High school,1,30,30,21-16 44TH ROAD,NY,11101,Dr. Nancy E. Casella,718-937-4270,718-937-5236,"09,10,11,12,SE",QUEENS,"21-16 44TH ROAD, NY, 11101","21-16 44th Rd, Long Island City, NY 11101, USA",40.7485509,-73.94641399999999
28Q505      ,Q,4,Q505,HILLCREST HIGH SCHOOL,High school,1,28,28,160-05 HIGHLAND AVENUE,NY,11432,STEPHEN DUCH,718-658-5407,718-739-5137,"09,10,11,12,SE",QUEENS,"160-05 HIGHLAND AVENUE, NY, 11432","160-05 Highland Ave, Queens, NY 11432, USA",40.7096949,-73.802857
24Q520      ,Q,4,Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY,High school,1,24,24,45-35 VAN DAM STREET,NY,11101,LINDA SIEGMUND,718-392-3330,718-392-3315,"09,10,11,12,SE",QUEENS,"45-35 VAN DAM STREET, NY, 11101","45-35 Van Dam St, Long Island City, NY 11101, USA",40.7433295,-73.9333269
25Q525      ,Q,4,Q525,TOWNSEND HARRIS HIGH SCHOOL,High school,1,25,25,149-11 MELBOURNE AVENUE,NY,11367,Kenneth Bonamo,718-575-5580,718-575-1366,"09,10,11,12",QUEENS,"149-11 MELBOURNE AVENUE, NY, 11367","149-11 Melbourne Ave, Queens, NY 11367, USA",40.7351803,-73.8212289
24Q530      ,Q,4,Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY C,High school,1,30,24,31-10 THOMSON AVENUE,NY,11101,LEE PAN,718-482-5455,718-392-6904,"09,10,11,12",QUEENS,"31-10 THOMSON AVENUE, NY, 11101","31-10 Thomson Ave, Queens, NY 11101, USA",40.7438046,-73.93506359999999
25Q540      ,Q,4,Q540,QUEENS ACADEMY HIGH SCHOOL,High school,1,25,25,138-11 35 AVENUE,NY,11354,BEVERLY SHORT,718-463-3111,718-886-5015,"10,11,12",QUEENS,"138-11 35 AVENUE, NY, 11354","138-11 35th Ave, Queens, NY 11354, USA",40.7656135,-73.8283306
24Q550      ,Q,4,Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,High school,1,24,24,105-25 HORACE HARDING EXPY N,NY,11368,ANA R. ZAMBRANO-BURAKOV,718-271-8383,718-271-7196,"09,10,11,12,SE",QUEENS,"105-25 HORACE HARDING EXPY N, NY, 11368","105-25 Horace Harding Expy, Corona, NY 11368, USA",40.7377781,-73.85339259999999
30Q555      ,Q,4,Q555,NEWCOMERS HIGH SCHOOL,High school,1,30,30,28-01 41 AVENUE,NY,11101,ORLANDO SARMIENTO,718-937-6005,718-937-6316,"09,10,11,12",QUEENS,"28-01 41 AVENUE, NY, 11101","28-01 41st Ave, Queens, NY 11101, USA",40.7512137,-73.9374976
24Q560      ,Q,4,Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AN",Secondary School,1,24,24,47-07 30 PLACE,NY,11101,Ann Seifullah,718-472-5671,718-472-9117,"07,08,09,10,11,12,SE",QUEENS,"47-07 30 PLACE, NY, 11101","47-07 30th Pl, Queens, NY 11101, USA",40.7428095,-73.9366849
26Q566      ,Q,4,Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND T",High school,1,26,26,74-20 COMMONWEALTH BLVD,NY,11426,ERIC CONTRERAS,718-736-7100,718-736-7125,"09,10,11,12,SE",QUEENS,"74-20 COMMONWEALTH BLVD, NY, 11426","74-20 Commonwealth Blvd, Queens, NY 11426, USA",40.7444247,-73.72893789999999
30Q575      ,Q,4,Q575,ACADEMY OF AMERICAN STUDIES,High school,1,30,30,28-04 41 AVENUE,NY,11101,ELLEN SHERMAN,718-361-8786,718-361-8832,"09,10,11,12,SE",QUEENS,"28-04 41 AVENUE, NY, 11101","28-4 41st Ave, Long Island City, NY 11101, USA",40.7511723,-73.9375381
30Q580      ,Q,4,Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,Secondary School,1,30,30,34-12 36 AVENUE,NY,11106,KELLY JOAN JOHNSON,718-361-5275,718-361-5395,"07,08,09,10,11,12",QUEENS,"34-12 36 AVENUE, NY, 11106","34-12 36th Ave, Queens, NY 11106, USA",40.7549572,-73.9269348
24Q600      ,Q,4,Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,High school,1,24,24,37-02 47 AVENUE,NY,11101,Melissa Burg,718-937-3010,718-392-8397,"09,10,11,12,SE",QUEENS,"37-02 47 AVENUE, NY, 11101","39-2 47th Ave, Sunnyside, NY 11104, USA",40.7418804,-73.9264153
24Q610      ,Q,4,Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,High school,1,24,24,45-30 36 STREET,NY,11101,DENO CHARALAMBOUS,718-361-2032,718-784-8654,"09,10,11,12,SE",QUEENS,"45-30 36 STREET, NY, 11101","45-30 36th St, Queens, NY 11101, USA",40.7438344,-73.92928169999999
28Q620      ,Q,4,Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,High school,1,28,28,165-65 84 AVENUE,NY,11432,ANTHONY D. BARBETTA,718-297-6580,718-658-0365,"09,10,11,12,SE",QUEENS,"165-65 84 AVENUE, NY, 11432","165-65 84th Ave, Queens, NY 11432, USA",40.7162107,-73.7988039
27Q650      ,Q,4,Q650,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING A",High school,1,27,27,94-06 104TH STREET,NY,11416,Lakeisha Johnson,718-846-6280,718-846-6283,"09,10,11,12,SE",QUEENS,"94-06 104TH STREET, NY, 11416","94-06 104th St, Queens, NY 11416, USA",40.6892905,-73.8409874
25Q670      ,Q,4,Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,High school,1,25,25,75-40 PARSONS BOULEVARD,NY,11366,IRA PERNICK,718-969-5510,718-969-5524,"09,10,11,12,SE",QUEENS,"75-40 PARSONS BOULEVARD, NY, 11366","75-40 Parsons Blvd, Flushing, NY 11366, USA",40.7253501,-73.8113254
28Q687      ,Q,4,Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT  YORK COLLE,High school,1,28,28,94-50 159 STREET,NY,11433,JIE ZHANG,718-657-3181,718-657-2579,"09,10,11,12",QUEENS,"94-50 159 STREET, NY, 11433","94-50 159th St, Jamaica, NY 11433, USA",40.7009286,-73.7983153
28Q690      ,Q,4,Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,High school,1,28,28,116-25 GUY R BREWER BOULEVARD,NY,11434,Diahann E. Malcolm,718-977-4800,718-977-4802,"09,10,11,12,SE",QUEENS,"116-25 GUY R BREWER BOULEVARD, NY, 11434","116-25 Guy R Brewer Blvd, Jamaica, NY 11434, USA",40.685904,-73.78335919999999
84Q704,Q,4,Q704,MERRICK ACADEMY CHARTER SCHOOL,Elementary,2,29,84,207-01 JAMAICA AVENUE,NY,11428,Carolyn Thomas,718-479-3753,718-479-8108,"0K,01,02,03,04,05,06",QUEENS,"207-01 JAMAICA AVENUE, NY, 11428","94-01 207th St, Jamaica, NY 11428, USA",40.7150702,-73.7535201
84Q705,Q,4,Q705,"RENAISSANCE CHARTER SCHOOL, THE",K-12 all grades,2,30,84,35-59 81ST STREET,NY,11372,Stacey Gauthier,718-803-0060,718-803-3785,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",QUEENS,"35-59 81ST STREET, NY, 11372","35-59 81st St, Queens, NY 11372, USA",40.7500221,-73.8851948
84Q706,Q,4,Q706,OUR WORLD NEIGHBORHOOD CHARTER,K-8,2,30,84,36-12 35 AVENUE,NY,11106,Brian Ferguson,718-392-3405,718-392-2840,"0K,01,02,03,04,05,06,07,08",QUEENS,"36-12 35 AVENUE, NY, 11106","36-12 35th Ave, Queens, NY 11106, USA",40.7557784,-73.92414409999999
75Q721,Q,4,Q721,P.S. Q721 - QUEENS OCCUPATIONAL TRAINING CENTER,High school,1,24,75,57-12 94 STREET,NY,11373,BETH RUDOLPH,718-760-1083,718-760-1920,"09,10,11,12,SE",QUEENS,"57-12 94 STREET, NY, 11373","57-12 94th St, Queens, NY 11373, USA",40.7356921,-73.8677198
24Q744      ,Q,4,Q744,VOYAGES PREPARATORY,High school,1,24,24,45-10 94TH STREET,NY,11373,JOAN KLINGSBERG,718-271-7851,718-271-8549,"09,10,11,12,SE",QUEENS,"45-10 94TH STREET, NY, 11373","45-10 94th St, Queens, NY 11373, USA",40.7434324,-73.8714707
75Q752      ,Q,4,Q752,QUEENS SCHOOL FOR CAREER DEVELOPMENT,High school,1,28,75,142-10 LINDEN BOULEVARD,NY,11436,FRITZY SANNON BROWN,718-322-3500,718-322-1306,"09,10,11,12,SE",QUEENS,"142-10 LINDEN BOULEVARD, NY, 11436","142-10 Linden Blvd, Jamaica, NY 11436, USA",40.6837829,-73.8012395
75Q811      ,Q,4,Q811,P.S. Q811,K-12 all grades,1,26,75,61-25 MARATHON PARKWAY,NY,11362,PENNY RYAN,718-224-8060,718-224-5914,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",QUEENS,"61-25 MARATHON PARKWAY, NY, 11362","61-25 Marathon Pkwy, Queens, NY 11362, USA",40.7563986,-73.7287999
24Q877      ,Q,4,Q877,51 AVENUE ACADEMY (THE PATH TO ACADEMIC EXCELLENCE,Elementary,1,24,24,76-05 51 AVENUE,NY,11373,DIGNA ERSTEJN,718-429-5287,718-429-7344,"04,05,SE",QUEENS,"76-05 51 AVENUE, NY, 11373","76-05 51st Ave, Queens, NY 11373, USA",40.737207,-73.887005
28Q896      ,Q,4,Q896,"YOUNG  WOMEN'S LEADERSHIP SCHOOL, QUEENS",Secondary School,1,28,28,150-91 87 ROAD,NY,11432,AVIONNE GUMBS,718-725-0402,718-725-0390,"06,07,08,09,10,11,12",QUEENS,"150-91 87 ROAD, NY, 11432","150-91 87th Rd, Jamaica, NY 11432, USA",40.7084525,-73.8041807
75Q993      ,Q,4,Q993,P.S. Q993,K-12 all grades,1,26,75,85-15 258 STREET,NY,11001,JACQUELINE ZARETSKY,718-831-4040,718-831-4037,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",QUEENS,"85-15 258 STREET, NY, 11001","85-15 258th St, Queens, NY 11001, USA",40.7342879,-73.7086513
31R001      ,R,5,R001,P.S. 001 TOTTENVILLE,Elementary,1,31,31,58 SUMMIT STREET,NY,10307,DIANE GORDIN,718-984-0960,718-984-3389,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"58 SUMMIT STREET, NY, 10307","58 Summit St, Staten Island, NY 10307, USA",40.5088636,-74.2440227
31R002      ,R,5,R002,I.S. R002 GEORGE L. EGBERT,Junior High-Intermediate-Middle,1,31,31,333 MIDLAND AVENUE,NY,10306,ADRIENNE STALLONE,718-987-5336,718-987-6937,"06,07,08,SE",STATEN ISLAND,"333 MIDLAND AVENUE, NY, 10306","333 Midland Ave, Staten Island, NY 10306, USA",40.5772352,-74.10041269999999
31R003      ,R,5,R003,P.S. 003 THE MARGARET GIOIOSA SCHOOL,Elementary,1,31,31,80 SOUTH GOFF AVENUE,NY,10309,JUDITH WILSON,718-984-1021,718-984-3628,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"80 SOUTH GOFF AVENUE, NY, 10309","80 S Goff Ave, Staten Island, NY 10309, USA",40.5205912,-74.21160429999999
31R004      ,R,5,R004,P.S. 004 MAURICE WOLLIN,Elementary,1,31,31,200 NEDRA LANE,NY,10312,Mr. Marc A. Harris,718-984-1197,718-984-2324,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"200 NEDRA LANE, NY, 10312","200 Nedra Ln, Staten Island, NY 10312, USA",40.5523733,-74.19551609999999
31R005      ,R,5,R005,P.S. 005 HUGUENOT,Elementary,1,31,31,348 DEISIUS STREET,NY,10312,Lisa Arcuri,718-984-2233,718-984-4761,"0K,01,02,03,04,05",STATEN ISLAND,"348 DEISIUS STREET, NY, 10312","348 Deisius St, Staten Island, NY 10312, USA",40.5299174,-74.1876194
31R006      ,R,5,R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,Elementary,1,31,31,555 PAGE AVENUE,NY,10307,Cynthia Difolco,718-356-4789,718-356-8491,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"555 PAGE AVENUE, NY, 10307","555 Page Ave, Staten Island, NY 10307, USA",40.5103525,-74.23049660000001
31R007      ,R,5,R007,I.S. 007 ELIAS BERNSTEIN,Junior High-Intermediate-Middle,1,31,31,1270 HUGUENOT AVENUE,NY,10312,Dr. Nora De Rosa-Karby,718-356-2314,718-967-0809,"06,07,08,SE",STATEN ISLAND,"1270 HUGUENOT AVENUE, NY, 10312","1270 Huguenot Ave, Staten Island, NY 10312, USA",40.5232568,-74.1862893
31R008      ,R,5,R008,P.S. 8 SHIRLEE SOLOMON,Elementary,1,31,31,112 LINDENWOOD ROAD,NY,10308,LISA ESPOSITO,718-356-2800,718-356-2065,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"112 LINDENWOOD ROAD, NY, 10308","112 Lindenwood Rd, Staten Island, NY 10308, USA",40.5476445,-74.1519507
31R011      ,R,5,R011,P.S. 11 THOMAS DONGAN SCHOOL,Elementary,1,31,31,50 JEFFERSON STREET,NY,10304,ERICA MATTERA,718-979-1030,718-979-0259,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"50 JEFFERSON STREET, NY, 10304","50 Jefferson St, Staten Island, NY 10304, USA",40.5907823,-74.0979481
31R013      ,R,5,R013,P.S. 013 M. L. LINDENMEYER,Elementary,1,31,31,191 VERMONT AVENUE,NY,10305,PAUL MARTUCCIO,718-447-1462,718-447-8681,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"191 VERMONT AVENUE, NY, 10305","191 Vermont Ave, Staten Island, NY 10305, USA",40.6129444,-74.0692084
31R014      ,R,5,R014,P.S. 014 CORNELIUS VANDERBILT,Elementary,1,31,31,100 TOMPKINS AVENUE,NY,10304,NANCY HARGETT,718-727-0985,718-727-6351,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"100 TOMPKINS AVENUE, NY, 10304","100 Tompkins Ave., Staten Island, NY 10304, USA",40.62223609999999,-74.07912089999999
31R016      ,R,5,R016,P.S. 016 JOHN J. DRISCOLL,Elementary,1,31,31,80 MONROE AVENUE,NY,10301,VINCENZA GALLASSIO,718-447-0124,718-447-5398,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"80 MONROE AVENUE, NY, 10301","80 Monroe Ave, Staten Island, NY 10301, USA",40.6397295,-74.0794421
31R018      ,R,5,R018,P.S. 018 JOHN G. WHITTIER,Elementary,1,31,31,221 BROADWAY,NY,10310,Robert Rodriguez,718-442-0216,718-720-1558,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"221 BROADWAY, NY, 10310","221 Broadway, Staten Island, NY 10310, USA",40.6367163,-74.11711400000002
31R019      ,R,5,R019,P.S. 019 THE CURTIS SCHOOL,Elementary,1,31,31,780 POST AVENUE,NY,10310,MARY PETRONE,718-442-3860,718-815-2862,"0K,01,02,03,04,05,SE",STATEN ISLAND,"780 POST AVENUE, NY, 10310","780 Post Ave, Staten Island, NY 10310, USA",40.6307516,-74.1272534
31R020      ,R,5,R020,P.S. 020 PORT RICHMOND,Elementary,1,31,31,161 PARK AVENUE,NY,10302,MARIE MUNOZ,718-442-4110,718-815-2228,"0K,01,02,03,04,05,SE",STATEN ISLAND,"161 PARK AVENUE, NY, 10302","161 Park Ave, Staten Island, NY 10302, USA",40.6366649,-74.1325289
31R021      ,R,5,R021,P.S. 21 MARGARET EMERY-ELM PARK,Elementary,1,31,31,168 HOOKER PLACE,NY,10303,GINA MORENO,718-442-1520,718-815-3149,"0K,01,02,03,04,05,SE",STATEN ISLAND,"168 HOOKER PLACE, NY, 10303","168 Hooker Pl, Staten Island, NY 10302, USA",40.6311878,-74.1446863
31R022      ,R,5,R022,P.S. 022 GRANITEVILLE,Elementary,1,31,31,1860 FOREST AVENUE,NY,10303,MELISSA LAMB DONATH,718-442-2219,718-815-3104,"PK,0K,01,02,03,04,05,SE",STATEN ISLAND,"1860 FOREST AVENUE, NY, 10303","1860 Forest Ave, Staten Island, NY 10303, USA",40.6249594,-74.1506485
